,Sample Name,category,label,SetErrorMode,OleInitialize,LdrGetDllHandle,LdrLoadDll,LdrGetProcedureAddress,NtOpenSection,NtMapViewOfSection,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,NtClose,NtOpenKey,NtQueryValueKey,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,RegOpenKeyExA,CreateActCtxW,GetSystemDirectoryW,GetVolumeNameForVolumeMountPointW,NtDuplicateObject,LoadStringW,NtCreateMutant,GetNativeSystemInfo,RegEnumKeyW,NtQuerySystemInformation,RegQueryValueExA,NtQueryDirectoryFile,GlobalMemoryStatusEx,CoCreateInstance,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,GetFileSizeEx,NtReadFile,GetFileInformationByHandleEx,GetSystemTimeAsFileTime,GetVolumePathNamesForVolumeNameW,LdrUnloadDll,CoInitializeEx,NtOpenProcess,CoUninitialize,NtFreeVirtualMemory,NtOpenFile,NtQueryInformationFile,GetFileAttributesW,FindFirstFileExW,NtQueryAttributesFile,NtUnmapViewOfSection,SetFilePointerEx,SetFilePointer,GetTempPathW,GetFileSize,NtWriteFile,FindResourceExW,LoadResource,SHGetFolderPathW,NtProtectVirtualMemory,GetFileType,ReadProcessMemory,GetForegroundWindow,GetSystemMetrics,SetFileTime,NtSetInformationFile,SearchPathW,NtOpenMutant,RegEnumKeyExW,DrawTextExW,GetAsyncKeyState,GetDiskFreeSpaceExW,GetKeyState,FindWindowW,FindWindowExA,CreateThread,MoveFileWithProgressW,SetFileAttributesW,RemoveDirectoryW,NtTerminateProcess,CreateToolhelp32Snapshot,Process32FirstW,Process32NextW,FindWindowExW,SetEndOfFile,GetCursorPos,SetUnhandledExceptionFilter,OutputDebugStringA,GetSystemInfo,FindResourceW,SizeofResource,NtDelayExecution,GetKeyboardState,WSAStartup,socket,setsockopt,NtDeviceIoControlFile,closesocket,GetBestInterfaceEx,GetAdaptersAddresses,NtQueryKey,RegCreateKeyExW,GetAddrInfoW,GetUserNameExW,RegSetValueExW,RegDeleteValueW,InternetQueryOptionA,URLDownloadToFileW,IsDebuggerPresent,CreateProcessInternalW,GetTimeZoneInformation,LookupAccountSidW,SendNotifyMessageW,UuidCreate,GetFileVersionInfoSizeW,GetFileVersionInfoW,NtEnumerateValueKey,EnumWindows,OpenSCManagerW,GetComputerNameW,GetUserNameW,NetShareEnum,GetFileInformationByHandle,DeviceIoControl,ShellExecuteExW,RegQueryInfoKeyW,RegEnumValueW,RegDeleteKeyW,NtReadVirtualMemory,NtOpenKeyEx,NtSetValueKey,NtCreateKey,GetVolumePathNameW,GetFileAttributesExW,GetUserNameExA,RegCreateKeyExA,CryptAcquireContextW,NtEnumerateKey,NtDeleteKey,OpenServiceW,NtOpenDirectoryObject,CreateJobObjectW,SetInformationJobObject,RegEnumKeyExA,__exception__,GetShortPathNameW,LoadStringA,FindResourceA,DrawTextExA,RegQueryInfoKeyA,RegSetValueExA,SHGetSpecialFolderLocation,NtCreateThreadEx,NtResumeThread,gethostbyname,GetSystemDirectoryA,FindResourceExA,GetDiskFreeSpaceW,CertOpenStore,CryptDecodeObjectEx,CertControlStore,CryptHashData,NtOpenThread,MessageBoxTimeoutW,LookupPrivilegeValueW,CryptAcquireContextA,SetFileInformationByHandle,RemoveDirectoryA,SetWindowsHookExW,CopyFileW,GetFileVersionInfoSizeExW,GetFileVersionInfoExW,CoInitializeSecurity,WSASocketW,WSAConnect,UnhookWindowsHookEx,CertOpenSystemStoreW,getaddrinfo,InternetCrackUrlW,CoCreateInstanceEx,CoGetClassObject,IWbemServices_ExecQuery,SetStdHandle,GlobalMemoryStatus,NetGetJoinInformation,CryptCreateHash,GetComputerNameA,InternetOpenA,InternetOpenUrlA,InternetCloseHandle,ReadCabinetState,InternetOpenW,InternetConnectW,HttpOpenRequestW,HttpSendRequestW,NtDeleteValueKey,HttpQueryInfoA,RegEnumValueA,CryptProtectMemory,CreateServiceW,WriteConsoleA,CopyFileA,WriteProcessMemory,SendNotifyMessageA,RegDeleteKeyA,WriteConsoleW,JsGlobalObjectDefaultEvalHelper,ObtainUserAgentString,StartServiceW,NtQueueApcThread,RtlAddVectoredContinueHandler,CryptExportKey,CryptGenKey,CryptEncrypt,NetUserGetInfo,GetUserNameA,InternetOpenUrlW,system,GetAdaptersInfo,Module32FirstW,NtGetContextThread,Module32NextW,RtlAddVectoredExceptionHandler,NtSuspendThread,OpenSCManagerA,OpenServiceA,NtQueryMultipleValueKey,MessageBoxTimeoutA,ControlService,NtTerminateThread,EncryptMessage,DecryptMessage,DeleteService,FindWindowA,RtlRemoveVectoredExceptionHandler,ioctlsocket,connect,select,SetWindowsHookExA,CreateServiceA,bind,listen,getsockname,accept,InternetCrackUrlA,InternetConnectA,HttpOpenRequestA,HttpSendRequestA,sendto,shutdown,RtlDecompressBuffer,NtSetContextThread,Thread32First,Thread32Next,CreateRemoteThread,InternetReadFile,CreateRemoteThreadEx,timeGetTime,DnsQuery_A,InternetGetConnectedState,RegisterHotKey,CryptDecrypt,CopyFileExW,NtDeleteFile,send,DeleteUrlCacheEntryA,EnumServicesStatusW,recv,NtWriteVirtualMemory,InternetSetOptionA,NtLoadDriver,__anomaly__,EnumServicesStatusA,RegDeleteValueA,CertCreateCertificateContext,InternetSetStatusCallback,IWbemServices_ExecMethod,AssignProcessToJobObject,StartServiceA,CryptProtectData,CryptUnprotectData,CryptUnprotectMemory,SHA256
865,Cyborg_5d810d0b4c0079ccdf2906965f102a368da1e6be481d335181f020f990e17b4c.exe,Ransomware,1,302,5,230,213,1303,11,563,284,322,730,2240,95,1648,22,863,546,6,12,15,7,39,52,32,7,20,4,4,161,31,51,1117,21,1,5,80,4,2607,16,30,36,70,39,334,18,757,54,72,12,543,1,1,1,769,16,14,70,38,90,52,10,1206,4211,1,2,280,3,27,121,0,0,865,12,0,12,10,16,0,4,0,0,0,0,0,167,3,0,119,57,56,816,0,7,1,5,52,5,6,8,1305,70,2,2,28,20,1,0,1,3,2,0,6,3,0,0,320,30,1,2,3,1,1,3,2,3,22,1,3,1165,28,15,0,28,0,0,2,25,0,1,2,1,1,2,26,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,432072,3,0,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,144048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5d810d0b4c0079ccdf2906965f102a368da1e6be481d335181f020f990e17b4c
866,Cyborg_cd548a83dce50ef1647700ea7f45d57baa2decf0cb0d3f7692715bf7388eecda.exe,Ransomware,1,294,5,230,214,1303,11,563,264,316,637,2217,91,1553,22,859,544,6,12,15,7,38,44,32,7,20,4,4,159,34,161,1369,21,1,5,79,4,2604,16,30,37,68,39,319,16,757,53,72,9,544,1,1,1,767,15,4,66,38,90,48,10,1029,4314,1,2,278,3,27,46,0,0,719,7,0,12,9,16,0,4,0,0,0,0,0,143,3,0,119,63,62,755,0,7,1,5,52,5,6,8,1202,65,2,1,24,20,1,0,1,3,2,0,5,2,0,0,320,31,1,2,3,1,1,3,2,3,12,1,3,1065,27,15,0,27,0,0,2,25,0,1,2,1,1,2,26,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,414069,2,0,0,0,0,0,1,2,0,0,1,6,0,1,0,2,0,0,0,0,0,0,0,138046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cd548a83dce50ef1647700ea7f45d57baa2decf0cb0d3f7692715bf7388eecda
867,DarkComet_288e97d97b9708e5c4d7a57b04ce9fc5b852e75c1945ad5378562d810a2f52af.exe,Ransomware,1,6,0,34,15,117,1,6,28,44,61,386,25,21,10,7,5,9,1,2,3,12,95,273,1,0,1,4,2,1,0,42,1,0,0,2,0,7,8,3,5,0,3,3,3,1,17,26,4,2,0,0,1,3,0,29,23,4,0,14,1,277,57,0,0,0,0,0,7,0,0,0,0,550,4,0,0,0,10,0,0,0,0,0,0,5,0,1,0,1,556,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,49,1,0,0,7,3,1,2,11,0,0,0,0,0,0,0,2,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288e97d97b9708e5c4d7a57b04ce9fc5b852e75c1945ad5378562d810a2f52af
868,DarkWorld_c7cf556fed330b8fbef1f25bdb6aec0007b42a042abfb4f82ba52e20754d0ee3.exe,Ransomware,1,205,0,86,82,543,4,13,107,183,0,402,12,731,3,70,13,2,2,5,0,9,0,14,0,0,3,0,109,10,0,615,0,15,0,43,0,46,0,8,16,3,11,358,51,1,7,0,0,4,0,0,0,25,21,0,1,8,64,81,0,0,0,0,0,0,2,23,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,97,0,0,244,0,5,0,4,66,4,8,14,125,1,0,0,0,0,0,0,239,0,2,0,0,16,0,0,2,1,0,1,0,0,0,0,0,6,5,0,10,103,12,24,0,19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c7cf556fed330b8fbef1f25bdb6aec0007b42a042abfb4f82ba52e20754d0ee3
869,DarkyLock_fc28d2eaee1fd3416fe3e0cd4669df3ac178c577e3a8c386b1c34c3146afb8d6.exe,Ransomware,1,3,0,17,57,239,5,9,612,2240,773,614,99,127,15,110,3,2,1,4,7,13,9,19,3,105,15,0,63,1,9,285,0,0,58,60,1,39,26,7,8,108,6,166,55,5,4,36,0,11,173,0,1,0,124,13,18,0,2,1,0,50,3496,0,0,0,2,0,805,0,0,2,0,0,9,68,68,0,10,1,1,37,0,0,39,4,2,3,0,5,1,0,5,3,3,84,3,2,1,223,117,1,0,42,37,0,0,1,4,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,7,35,7,0,216,0,0,0,0,2,0,1,192,0,0,65,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fc28d2eaee1fd3416fe3e0cd4669df3ac178c577e3a8c386b1c34c3146afb8d6
870,DeriaLock_689e2a3a5422785df87baf016ee8c820ee0d0f455ed4fd4553a9626d427c2c78.exe,Ransomware,1,2,0,17,4,25,0,2,19,13,15,16,3,3,0,3,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,5,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689e2a3a5422785df87baf016ee8c820ee0d0f455ed4fd4553a9626d427c2c78
871,DeriaLock_406a89dab9ccaf9c5ddc064d3f19875259de9564f93a240c7123e53aadfd6006.exe,Ransomware,1,2,0,4,4,12,0,2,20,15,0,31,3,3,0,3,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,5,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406a89dab9ccaf9c5ddc064d3f19875259de9564f93a240c7123e53aadfd6006
872,DBatLoader_dc4e0ed202c9622ce560f8e1f1ba13f7f2fb6314dcb87951c052f716a308ca37.exe,Ransomware,1,0,0,11,23,508,3,4,26,9,57,34,7,2,1,1,1,365,0,1,0,4,5,0,0,0,0,34,0,0,0,12,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,4,2,0,0,0,0,0,26,28,0,2,0,0,1,74,0,0,0,1,26,8,0,0,6,0,0,0,0,1,0,6,7,7,199,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,344,0,0,96,5,12,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dc4e0ed202c9622ce560f8e1f1ba13f7f2fb6314dcb87951c052f716a308ca37
873,Cyborg_ce7a28d3f7cbcb06f484a17dcd244ac1cd126f8c557b702e011f57448045f4cf.exe,Ransomware,1,288,5,221,209,1245,11,562,283,322,680,2157,79,1588,22,858,545,6,11,14,7,38,43,32,7,20,4,4,159,28,41,1231,21,1,5,78,4,2605,16,27,39,64,40,328,16,757,53,72,9,543,1,1,1,767,14,2,111,38,90,44,10,865,3836,1,2,280,3,27,46,0,0,602,4,0,12,8,16,0,4,0,0,0,0,0,118,3,0,119,110,109,573,0,7,1,5,52,5,6,8,1110,71,2,2,30,20,1,0,1,3,2,0,7,3,0,0,320,29,2,2,3,1,1,3,2,3,22,0,3,1025,23,15,0,26,0,0,2,25,0,2,2,1,1,2,26,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,396066,2,0,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,132044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ce7a28d3f7cbcb06f484a17dcd244ac1cd126f8c557b702e011f57448045f4cf
874,Derialock_4f5bff64160044d9a769ab277ff85ba954e2a2e182c6da4d0672790cf1d48309.exe,Ransomware,1,2,0,17,4,25,0,2,19,13,15,16,3,3,0,3,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,5,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4f5bff64160044d9a769ab277ff85ba954e2a2e182c6da4d0672790cf1d48309
875,Dharma_2dd2c201103ac3a5bf77ae7b30d0032ed215f59f883543c816e516ab454383fb.exe,Ransomware,1,42,2,72,59,305,14,19,74,39,43,18496,32,768,11,17585,14,0,2,8,5,10,24,9,1,38,1,0,4039,0,9,383,2,4272,6640,8741,0,15,8,14,4,5,6,449,22,8,13226,2003,4,10,13156,69,0,0,8748,0,1,4,3,22,2,2,3,0,3,0,2,0,0,0,0,0,0,0,27,99,4458,0,9,349,349,12771,0,8580,0,3,0,3,1,1,3688,0,1,0,0,2,0,0,0,1130,0,0,2,3,0,0,0,1,6,0,2,0,0,0,0,0,0,349,2,0,0,0,0,2,2,0,0,0,1167,16,0,0,4,0,0,0,50,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2dd2c201103ac3a5bf77ae7b30d0032ed215f59f883543c816e516ab454383fb
876,Dharma_5a0d1265d52d2f76dae31aab48b706a72f03078a6111694f59c4ebf06e6e9f43.exe,Ransomware,1,36,2,62,54,292,14,15,74,39,40,18372,18,738,9,17480,11,0,2,8,4,8,23,9,1,38,1,0,4036,0,6,325,2,4270,6638,8672,0,10,8,9,3,5,5,550,17,8,13219,1994,2,6,13150,1,0,0,8715,0,0,4,3,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,27,99,4456,0,0,283,283,10339,0,8576,0,0,0,3,0,0,2603,0,1,0,0,2,0,0,0,1119,0,0,2,3,0,0,0,0,4,0,2,0,0,0,0,0,0,283,2,0,0,0,0,2,2,0,0,0,1159,16,0,0,4,0,0,0,50,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5a0d1265d52d2f76dae31aab48b706a72f03078a6111694f59c4ebf06e6e9f43
877,Dharma_4992506df46c0b80f4619f3cb7478346561260366422c085f18356194b6cc3e3.exe,Ransomware,1,36,2,62,55,294,14,14,74,39,40,18387,18,738,9,17482,10,0,2,8,4,9,23,9,1,38,1,0,4036,0,6,335,2,4271,6639,8674,0,10,8,11,3,5,5,519,17,8,13221,1994,2,6,13153,1,0,0,8717,0,0,4,3,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,27,99,4457,0,0,293,293,10729,0,8578,0,0,0,3,0,0,3273,0,1,0,0,2,0,0,0,1119,0,0,2,3,0,0,0,0,4,0,2,0,0,0,0,0,0,293,2,0,0,0,0,2,2,0,0,0,1159,16,0,0,4,0,0,0,50,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992506df46c0b80f4619f3cb7478346561260366422c085f18356194b6cc3e3
878,Dridex_0457768f9d8d70ff59275c27bc99d45c1c48cf1e932d29c3f2e9d5e037acd802.dll,Ransomware,1,2,0,2,2,5,0,0,0,0,0,31,2,2,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0457768f9d8d70ff59275c27bc99d45c1c48cf1e932d29c3f2e9d5e037acd802
879,DiskWriter_d257aa716c37d666f99265af680efc10222fcb33f867afcb0ab6fcd7d30a0a2b.exe,Ransomware,1,0,0,2,0,17,0,0,0,0,0,14,2,2,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d257aa716c37d666f99265af680efc10222fcb33f867afcb0ab6fcd7d30a0a2b
880,win32.exe,Ransomware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9d88425e266b3a74045186837fbd71de657b47d11efefcf8b3cd185a884b5306
